كَتَبَ	كتب	kátaba
وَيَكْتُبَانِكِ	ويكتبانك	wayaktubā́niki
وَيَكْتُبَانِكُمْ	ويكتبانكم	wayaktubā́nikum
وَيَكْتُبَانِكُمَا	ويكتبانكما	wayaktubāníkuma̱
وَيَكْتُبَانِهَا	ويكتبانها	wayaktubā́niha̱
وَيَكْتُبَانِهُ	ويكتبانه	wayaktubā́nihu
وَيَكْتُبَانِهُمْ	ويكتبانهم	wayaktubā́nihum
وَيَكْتُبَانِهُمَا	ويكتبانهما	wayaktubāníhuma̱
وَيَكْتُبَانِهُنَّ	ويكتبانهن	wayaktubānihúnna
وَيَكْتُبَانِكُنَّ	ويكتبانكن	wayaktubānikúnna
فَيَكْتُبَانِ	فيكتبان	fayaktubā́ni
فَيَكْتُبَانِنِي	فيكتبانني	fayaktubā́nini̱
فَيَكْتُبَانِنَا	فيكتباننا	fayaktubā́nina̱
فَيَكْتُبَانِكَ	فيكتبانك	fayaktubā́nika
فَيَكْتُبَانِكِ	فيكتبانك	fayaktubā́niki
فَيَكْتُبَانِكُمْ	فيكتبانكم	fayaktubā́nikum
فَيَكْتُبَانِكُمَا	فيكتبانكما	fayaktubāníkuma̱
فَيَكْتُبَانِهَا	فيكتبانها	fayaktubā́niha̱
فَيَكْتُبَانِهُ	فيكتبانه	fayaktubā́nihu
فَيَكْتُبَانِهُمْ	فيكتبانهم	fayaktubā́nihum
فَيَكْتُبَانِهُمَا	فيكتبانهما	fayaktubāníhuma̱
فَيَكْتُبَانِهُنَّ	فيكتبانهن	fayaktubānihúnna
فَيَكْتُبَانِكُنَّ	فيكتبانكن	fayaktubānikúnna
أَيَكْتُبَانِ	أيكتبان	ʾayaktubā́ni
أَيَكْتُبَانِنِي	أيكتبانني	ʾayaktubā́nini̱
أَيَكْتُبَانِنَا	أيكتباننا	ʾayaktubā́nina̱
أَيَكْتُبَانِكَ	أيكتبانك	ʾayaktubā́nika
أَيَكْتُبَانِكِ	أيكتبانك	ʾayaktubā́niki
أَيَكْتُبَانِكُمْ	أيكتبانكم	ʾayaktubā́nikum
أَيَكْتُبَانِكُمَا	أيكتبانكما	ʾayaktubāníkuma̱
أَيَكْتُبَانِهَا	أيكتبانها	ʾayaktubā́niha̱
أَيَكْتُبَانِهُ	أيكتبانه	ʾayaktubā́nihu
أَيَكْتُبَانِهُمْ	أيكتبانهم	ʾayaktubā́nihum
أَيَكْتُبَانِهُمَا	أيكتبانهما	ʾayaktubāníhuma̱
أَيَكْتُبَانِهُنَّ	أيكتبانهن	ʾayaktubānihúnna
أَيَكْتُبَانِكُنَّ	أيكتبانكن	ʾayaktubānikúnna
أَوَيَكْتُبَانِ	أويكتبان	ʾawayaktubā́ni
أَوَيَكْتُبَانِنِي	أويكتبانني	ʾawayaktubā́nini̱
أَوَيَكْتُبَانِنَا	أويكتباننا	ʾawayaktubā́nina̱
أَوَيَكْتُبَانِكَ	أويكتبانك	ʾawayaktubā́nika
أَوَيَكْتُبَانِكِ	أويكتبانك	ʾawayaktubā́niki
أَوَيَكْتُبَانِكُمْ	أويكتبانكم	ʾawayaktubā́nikum
أَوَيَكْتُبَانِكُمَا	أويكتبانكما	ʾawayaktubāníkuma̱
أَوَيَكْتُبَانِهَا	أويكتبانها	ʾawayaktubā́niha̱
أَوَيَكْتُبَانِهُ	أويكتبانه	ʾawayaktubā́nihu
أَوَيَكْتُبَانِهُمْ	أويكتبانهم	ʾawayaktubā́nihum
أَوَيَكْتُبَانِهُمَا	أويكتبانهما	ʾawayaktubāníhuma̱
أَوَيَكْتُبَانِهُنَّ	أويكتبانهن	ʾawayaktubānihúnna
أَوَيَكْتُبَانِكُنَّ	أويكتبانكن	ʾawayaktubānikúnna
أَفَيَكْتُبَانِ	أفيكتبان	ʾafayaktubā́ni
أَفَيَكْتُبَانِنِي	أفيكتبانني	ʾafayaktubā́nini̱
أَفَيَكْتُبَانِنَا	أفيكتباننا	ʾafayaktubā́nina̱
أَفَيَكْتُبَانِكَ	أفيكتبانك	ʾafayaktubā́nika
أَفَيَكْتُبَانِكِ	أفيكتبانك	ʾafayaktubā́niki
أَفَيَكْتُبَانِكُمْ	أفيكتبانكم	ʾafayaktubā́nikum
أَفَيَكْتُبَانِكُمَا	أفيكتبانكما	ʾafayaktubāníkuma̱
أَفَيَكْتُبَانِهَا	أفيكتبانها	ʾafayaktubā́niha̱
أَفَيَكْتُبَانِهُ	أفيكتبانه	ʾafayaktubā́nihu
أَفَيَكْتُبَانِهُمْ	أفيكتبانهم	ʾafayaktubā́nihum
أَفَيَكْتُبَانِهُمَا	أفيكتبانهما	ʾafayaktubāníhuma̱
أَفَيَكْتُبَانِهُنَّ	أفيكتبانهن	ʾafayaktubānihúnna
أَفَيَكْتُبَانِكُنَّ	أفيكتبانكن	ʾafayaktubānikúnna
يَكْتُبْنَ	يكتبن	yaktúbna
يَكْتُبْنَنِي	يكتبنني	yaktúbnani̱
يَكْتُبْنَنَا	يكتبننا	yaktúbnana̱
يَكْتُبْنَكَ	يكتبنك	yaktúbnaka
يَكْتُبْنَكِ	يكتبنك	yaktúbnaki
يَكْتُبْنَكُمْ	يكتبنكم	yaktúbnakum
يَكْتُبْنَكُمَا	يكتبنكما	yaktubnákuma̱
يَكْتُبْنَهَا	يكتبنها	yaktúbnaha̱
يَكْتُبْنَهُ	يكتبنه	yaktúbnahu
يَكْتُبْنَهُمْ	يكتبنهم	yaktúbnahum
يَكْتُبْنَهُمَا	يكتبنهما	yaktubnáhuma̱
يَكْتُبْنَهُنَّ	يكتبنهن	yaktubnahúnna
يَكْتُبْنَكُنَّ	يكتبنكن	yaktubnakúnna
وَيَكْتُبْنَ	ويكتبن	wayaktúbna
وَيَكْتُبْنَنِي	ويكتبنني	wayaktúbnani̱
وَيَكْتُبْنَنَا	ويكتبننا	wayaktúbnana̱
وَيَكْتُبْنَكَ	ويكتبنك	wayaktúbnaka
وَيَكْتُبْنَكِ	ويكتبنك	wayaktúbnaki
وَيَكْتُبْنَكُمْ	ويكتبنكم	wayaktúbnakum
وَيَكْتُبْنَكُمَا	ويكتبنكما	wayaktubnákuma̱
وَيَكْتُبْنَهَا	ويكتبنها	wayaktúbnaha̱
وَيَكْتُبْنَهُ	ويكتبنه	wayaktúbnahu
وَيَكْتُبْنَهُمْ	ويكتبنهم	wayaktúbnahum
وَيَكْتُبْنَهُمَا	ويكتبنهما	wayaktubnáhuma̱
وَيَكْتُبْنَهُنَّ	ويكتبنهن	wayaktubnahúnna
وَيَكْتُبْنَكُنَّ	ويكتبنكن	wayaktubnakúnna
فَيَكْتُبْنَ	فيكتبن	fayaktúbna
فَيَكْتُبْنَنِي	فيكتبنني	fayaktúbnani̱
فَيَكْتُبْنَنَا	فيكتبننا	fayaktúbnana̱
فَيَكْتُبْنَكَ	فيكتبنك	fayaktúbnaka
فَيَكْتُبْنَكِ	فيكتبنك	fayaktúbnaki
فَيَكْتُبْنَكُمْ	فيكتبنكم	fayaktúbnakum
فَيَكْتُبْنَكُمَا	فيكتبنكما	fayaktubnákuma̱
فَيَكْتُبْنَهَا	فيكتبنها	fayaktúbnaha̱
فَيَكْتُبْنَهُ	فيكتبنه	fayaktúbnahu
فَيَكْتُبْنَهُمْ	فيكتبنهم	fayaktúbnahum
فَيَكْتُبْنَهُمَا	فيكتبنهما	fayaktubnáhuma̱
فَيَكْتُبْنَهُنَّ	فيكتبنهن	fayaktubnahúnna
فَيَكْتُبْنَكُنَّ	فيكتبنكن	fayaktubnakúnna
وَلْيَكْتُبْنَ	وليكتبن	walyaktúbna
وَلْيَكْتُبْنَنِي	وليكتبنني	walyaktúbnani̱
وَلْيَكْتُبْنَنَا	وليكتبننا	walyaktúbnana̱
وَلْيَكْتُبْنَكَ	وليكتبنك	walyaktúbnaka
وَلْيَكْتُبْنَكِ	وليكتبنك	walyaktúbnaki
وَلْيَكْتُبْنَكُمْ	وليكتبنكم	walyaktúbnakum
وَلْيَكْتُبْنَكُمَا	وليكتبنكما	walyaktubnákuma̱
وَلْيَكْتُبْنَهَا	وليكتبنها	walyaktúbnaha̱
وَلْيَكْتُبْنَهُ	وليكتبنه	walyaktúbnahu
وَلْيَكْتُبْنَهُمْ	وليكتبنهم	walyaktúbnahum
وَلْيَكْتُبْنَهُمَا	وليكتبنهما	walyaktubnáhuma̱
وَلْيَكْتُبْنَهُنَّ	وليكتبنهن	walyaktubnahúnna
وَلْيَكْتُبْنَكُنَّ	وليكتبنكن	walyaktubnakúnna
فَلْيَكْتُبْنَ	فليكتبن	falyaktúbna
فَلْيَكْتُبْنَنِي	فليكتبنني	falyaktúbnani̱
فَلْيَكْتُبْنَنَا	فليكتبننا	falyaktúbnana̱
فَلْيَكْتُبْنَكَ	فليكتبنك	falyaktúbnaka
فَلْيَكْتُبْنَكِ	فليكتبنك	falyaktúbnaki
فَلْيَكْتُبْنَكُمْ	فليكتبنكم	falyaktúbnakum
فَلْيَكْتُبْنَكُمَا	فليكتبنكما	falyaktubnákuma̱
فَلْيَكْتُبْنَهَا	فليكتبنها	falyaktúbnaha̱
فَلْيَكْتُبْنَهُ	فليكتبنه	falyaktúbnahu
فَلْيَكْتُبْنَهُمْ	فليكتبنهم	falyaktúbnahum
فَلْيَكْتُبْنَهُمَا	فليكتبنهما	falyaktubnáhuma̱
فَلْيَكْتُبْنَهُنَّ	فليكتبنهن	falyaktubnahúnna
فَلْيَكْتُبْنَكُنَّ	فليكتبنكن	falyaktubnakúnna
لِيَكْتُبْنَ	ليكتبن	liyaktúbna
لِيَكْتُبْنَنِي	ليكتبنني	liyaktúbnani̱
لِيَكْتُبْنَنَا	ليكتبننا	liyaktúbnana̱
لِيَكْتُبْنَكَ	ليكتبنك	liyaktúbnaka
لِيَكْتُبْنَكِ	ليكتبنك	liyaktúbnaki
لِيَكْتُبْنَكُمْ	ليكتبنكم	liyaktúbnakum
لِيَكْتُبْنَكُمَا	ليكتبنكما	liyaktubnákuma̱
لِيَكْتُبْنَهَا	ليكتبنها	liyaktúbnaha̱
لِيَكْتُبْنَهُ	ليكتبنه	liyaktúbnahu
لِيَكْتُبْنَهُمْ	ليكتبنهم	liyaktúbnahum
لِيَكْتُبْنَهُمَا	ليكتبنهما	liyaktubnáhuma̱
لِيَكْتُبْنَهُنَّ	ليكتبنهن	liyaktubnahúnna
لِيَكْتُبْنَكُنَّ	ليكتبنكن	liyaktubnakúnna
وَلِيَكْتُبْنَ	وليكتبن	waliyaktúbna
وَلِيَكْتُبْنَنِي	وليكتبنني	waliyaktúbnani̱
وَلِيَكْتُبْنَنَا	وليكتبننا	waliyaktúbnana̱
وَلِيَكْتُبْنَكَ	وليكتبنك	waliyaktúbnaka
وَلِيَكْتُبْنَكِ	وليكتبنك	waliyaktúbnaki
وَلِيَكْتُبْنَكُمْ	وليكتبنكم	waliyaktúbnakum
وَلِيَكْتُبْنَكُمَا	وليكتبنكما	waliyaktubnákuma̱
وَلِيَكْتُبْنَهَا	وليكتبنها	waliyaktúbnaha̱
وَلِيَكْتُبْنَهُ	وليكتبنه	waliyaktúbnahu
وَلِيَكْتُبْنَهُمْ	وليكتبنهم	waliyaktúbnahum
وَلِيَكْتُبْنَهُمَا	وليكتبنهما	waliyaktubnáhuma̱
وَلِيَكْتُبْنَهُنَّ	وليكتبنهن	waliyaktubnahúnna
وَلِيَكْتُبْنَكُنَّ	وليكتبنكن	waliyaktubnakúnna
فَلِيَكْتُبْنَ	فليكتبن	faliyaktúbna
فَلِيَكْتُبْنَنِي	فليكتبنني	faliyaktúbnani̱
فَلِيَكْتُبْنَنَا	فليكتبننا	faliyaktúbnana̱
فَلِيَكْتُبْنَكَ	فليكتبنك	faliyaktúbnaka
فَلِيَكْتُبْنَكِ	فليكتبنك	faliyaktúbnaki
فَلِيَكْتُبْنَكُمْ	فليكتبنكم	faliyaktúbnakum
فَلِيَكْتُبْنَكُمَا	فليكتبنكما	faliyaktubnákuma̱
فَلِيَكْتُبْنَهَا	فليكتبنها	faliyaktúbnaha̱
فَلِيَكْتُبْنَهُ	فليكتبنه	faliyaktúbnahu
فَلِيَكْتُبْنَهُمْ	فليكتبنهم	faliyaktúbnahum
فَلِيَكْتُبْنَهُمَا	فليكتبنهما	faliyaktubnáhuma̱
فَلِيَكْتُبْنَهُنَّ	فليكتبنهن	faliyaktubnahúnna
فَلِيَكْتُبْنَكُنَّ	فليكتبنكن	faliyaktubnakúnna
أَيَكْتُبْنَ	أيكتبن	ʾayaktúbna
أَيَكْتُبْنَنِي	أيكتبنني	ʾayaktúbnani̱
أَيَكْتُبْنَنَا	أيكتبننا	ʾayaktúbnana̱
أَيَكْتُبْنَكَ	أيكتبنك	ʾayaktúbnaka
أَيَكْتُبْنَكِ	أيكتبنك	ʾayaktúbnaki
أَيَكْتُبْنَكُمْ	أيكتبنكم	ʾayaktúbnakum
أَيَكْتُبْنَكُمَا	أيكتبنكما	ʾayaktubnákuma̱
أَيَكْتُبْنَهَا	أيكتبنها	ʾayaktúbnaha̱
أَيَكْتُبْنَهُ	أيكتبنه	ʾayaktúbnahu
أَيَكْتُبْنَهُمْ	أيكتبنهم	ʾayaktúbnahum
أَيَكْتُبْنَهُمَا	أيكتبنهما	ʾayaktubnáhuma̱
أَيَكْتُبْنَهُنَّ	أيكتبنهن	ʾayaktubnahúnna
أَيَكْتُبْنَكُنَّ	أيكتبنكن	ʾayaktubnakúnna
أَوَيَكْتُبْنَ	أويكتبن	ʾawayaktúbna
أَوَيَكْتُبْنَنِي	أويكتبنني	ʾawayaktúbnani̱
أَوَيَكْتُبْنَنَا	أويكتبننا	ʾawayaktúbnana̱
أَوَيَكْتُبْنَكَ	أويكتبنك	ʾawayaktúbnaka
أَوَيَكْتُبْنَكِ	أويكتبنك	ʾawayaktúbnaki
أَوَيَكْتُبْنَكُمْ	أويكتبنكم	ʾawayaktúbnakum
أَوَيَكْتُبْنَكُمَا	أويكتبنكما	ʾawayaktubnákuma̱
أَوَيَكْتُبْنَهَا	أويكتبنها	ʾawayaktúbnaha̱
أَوَيَكْتُبْنَهُ	أويكتبنه	ʾawayaktúbnahu
أَوَيَكْتُبْنَهُمْ	أويكتبنهم	ʾawayaktúbnahum
أَوَيَكْتُبْنَهُمَا	أويكتبنهما	ʾawayaktubnáhuma̱
أَوَيَكْتُبْنَهُنَّ	أويكتبنهن	ʾawayaktubnahúnna
أَوَيَكْتُبْنَكُنَّ	أويكتبنكن	ʾawayaktubnakúnna
أَفَيَكْتُبْنَ	أفيكتبن	ʾafayaktúbna
أَفَيَكْتُبْنَنِي	أفيكتبنني	ʾafayaktúbnani̱
أَفَيَكْتُبْنَنَا	أفيكتبننا	ʾafayaktúbnana̱
أَفَيَكْتُبْنَكَ	أفيكتبنك	ʾafayaktúbnaka
أَفَيَكْتُبْنَكِ	أفيكتبنك	ʾafayaktúbnaki
أَفَيَكْتُبْنَكُمْ	أفيكتبنكم	ʾafayaktúbnakum
أَفَيَكْتُبْنَكُمَا	أفيكتبنكما	ʾafayaktubnákuma̱
أَفَيَكْتُبْنَهَا	أفيكتبنها	ʾafayaktúbnaha̱
أَفَيَكْتُبْنَهُ	أفيكتبنه	ʾafayaktúbnahu
أَفَيَكْتُبْنَهُمْ	أفيكتبنهم	ʾafayaktúbnahum
أَفَيَكْتُبْنَهُمَا	أفيكتبنهما	ʾafayaktubnáhuma̱
أَفَيَكْتُبْنَهُنَّ	أفيكتبنهن	ʾafayaktubnahúnna
أَفَيَكْتُبْنَكُنَّ	أفيكتبنكن	ʾafayaktubnakúnna
أَلِيَكْتُبْنَ	أليكتبن	ʾaliyaktúbna
أَلِيَكْتُبْنَنِي	أليكتبنني	ʾaliyaktúbnani̱
أَلِيَكْتُبْنَنَا	أليكتبننا	ʾaliyaktúbnana̱
أَلِيَكْتُبْنَكَ	أليكتبنك	ʾaliyaktúbnaka
أَلِيَكْتُبْنَكِ	أليكتبنك	ʾaliyaktúbnaki
أَلِيَكْتُبْنَكُمْ	أليكتبنكم	ʾaliyaktúbnakum
أَلِيَكْتُبْنَكُمَا	أليكتبنكما	ʾaliyaktubnákuma̱
أَلِيَكْتُبْنَهَا	أليكتبنها	ʾaliyaktúbnaha̱
أَلِيَكْتُبْنَهُ	أليكتبنه	ʾaliyaktúbnahu
أَلِيَكْتُبْنَهُمْ	أليكتبنهم	ʾaliyaktúbnahum
أَلِيَكْتُبْنَهُمَا	أليكتبنهما	ʾaliyaktubnáhuma̱
أَلِيَكْتُبْنَهُنَّ	أليكتبنهن	ʾaliyaktubnahúnna
أَلِيَكْتُبْنَكُنَّ	أليكتبنكن	ʾaliyaktubnakúnna
أَوَلِيَكْتُبْنَ	أوليكتبن	ʾawaliyaktúbna
أَوَلِيَكْتُبْنَنِي	أوليكتبنني	ʾawaliyaktúbnani̱
أَوَلِيَكْتُبْنَنَا	أوليكتبننا	ʾawaliyaktúbnana̱
أَوَلِيَكْتُبْنَكَ	أوليكتبنك	ʾawaliyaktúbnaka
أَوَلِيَكْتُبْنَكِ	أوليكتبنك	ʾawaliyaktúbnaki
أَوَلِيَكْتُبْنَكُمْ	أوليكتبنكم	ʾawaliyaktúbnakum
أَوَلِيَكْتُبْنَكُمَا	أوليكتبنكما	ʾawaliyaktubnákuma̱
أَوَلِيَكْتُبْنَهَا	أوليكتبنها	ʾawaliyaktúbnaha̱
أَوَلِيَكْتُبْنَهُ	أوليكتبنه	ʾawaliyaktúbnahu
أَوَلِيَكْتُبْنَهُمْ	أوليكتبنهم	ʾawaliyaktúbnahum
أَوَلِيَكْتُبْنَهُمَا	أوليكتبنهما	ʾawaliyaktubnáhuma̱
أَوَلِيَكْتُبْنَهُنَّ	أوليكتبنهن	ʾawaliyaktubnahúnna
أَوَلِيَكْتُبْنَكُنَّ	أوليكتبنكن	ʾawaliyaktubnakúnna
أَفَلِيَكْتُبْنَ	أفليكتبن	ʾafaliyaktúbna
أَفَلِيَكْتُبْنَنِي	أفليكتبنني	ʾafaliyaktúbnani̱
أَفَلِيَكْتُبْنَنَا	أفليكتبننا	ʾafaliyaktúbnana̱
أَفَلِيَكْتُبْنَكَ	أفليكتبنك	ʾafaliyaktúbnaka
أَفَلِيَكْتُبْنَكِ	أفليكتبنك	ʾafaliyaktúbnaki
أَفَلِيَكْتُبْنَكُمْ	أفليكتبنكم	ʾafaliyaktúbnakum
أَفَلِيَكْتُبْنَكُمَا	أفليكتبنكما	ʾafaliyaktubnákuma̱
أَفَلِيَكْتُبْنَهَا	أفليكتبنها	ʾafaliyaktúbnaha̱
أَفَلِيَكْتُبْنَهُ	أفليكتبنه	ʾafaliyaktúbnahu
أَفَلِيَكْتُبْنَهُمْ	أفليكتبنهم	ʾafaliyaktúbnahum
أَفَلِيَكْتُبْنَهُمَا	أفليكتبنهما	ʾafaliyaktubnáhuma̱
أَفَلِيَكْتُبْنَهُنَّ	أفليكتبنهن	ʾafaliyaktubnahúnna
أَفَلِيَكْتُبْنَكُنَّ	أفليكتبنكن	ʾafaliyaktubnakúnna
يَكْتُبُونَ	يكتبون	yaktubū́na
يَكْتُبُونَنِي	يكتبونني	yaktubū́nani̱
يَكْتُبُونَنَا	يكتبوننا	yaktubū́nana̱
يَكْتُبُونَكَ	يكتبونك	yaktubū́naka
يَكْتُبُونَكِ	يكتبونك	yaktubū́naki
يَكْتُبُونَكُمْ	يكتبونكم	yaktubū́nakum
يَكْتُبُونَكُمَا	يكتبونكما	yaktubūnákuma̱
يَكْتُبُونَهَا	يكتبونها	yaktubū́naha̱
يَكْتُبُونَهُ	يكتبونه	yaktubū́nahu
يَكْتُبُونَهُمْ	يكتبونهم	yaktubū́nahum
يَكْتُبُونَهُمَا	يكتبونهما	yaktubūnáhuma̱
يَكْتُبُونَهُنَّ	يكتبونهن	yaktubūnahúnna
يَكْتُبُونَكُنَّ	يكتبونكن	yaktubūnakúnna
وَيَكْتُبُونَ	ويكتبون	wayaktubū́na
وَيَكْتُبُونَنِي	ويكتبونني	wayaktubū́nani̱
وَيَكْتُبُونَنَا	ويكتبوننا	wayaktubū́nana̱
وَيَكْتُبُونَكَ	ويكتبونك	wayaktubū́naka
وَيَكْتُبُونَكِ	ويكتبونك	wayaktubū́naki
وَيَكْتُبُونَكُمْ	ويكتبونكم	wayaktubū́nakum
وَيَكْتُبُونَكُمَا	ويكتبونكما	wayaktubūnákuma̱
وَيَكْتُبُونَهَا	ويكتبونها	wayaktubū́naha̱
وَيَكْتُبُونَهُ	ويكتبونه	wayaktubū́nahu
وَيَكْتُبُونَهُمْ	ويكتبونهم	wayaktubū́nahum
وَيَكْتُبُونَهُمَا	ويكتبونهما	wayaktubūnáhuma̱
وَيَكْتُبُونَهُنَّ	ويكتبونهن	wayaktubūnahúnna
وَيَكْتُبُونَكُنَّ	ويكتبونكن	wayaktubūnakúnna
فَيَكْتُبُونَ	فيكتبون	fayaktubū́na
فَيَكْتُبُونَنِي	فيكتبونني	fayaktubū́nani̱
فَيَكْتُبُونَنَا	فيكتبوننا	fayaktubū́nana̱
فَيَكْتُبُونَكَ	فيكتبونك	fayaktubū́naka
فَيَكْتُبُونَكِ	فيكتبونك	fayaktubū́naki
فَيَكْتُبُونَكُمْ	فيكتبونكم	fayaktubū́nakum
فَيَكْتُبُونَكُمَا	فيكتبونكما	fayaktubūnákuma̱
فَيَكْتُبُونَهَا	فيكتبونها	fayaktubū́naha̱
فَيَكْتُبُونَهُ	فيكتبونه	fayaktubū́nahu
